customer_id,status,name,country,rental_id,movie_title,length,category,rating,price,rental_duration,payment_date,rental_date,return_date,return_duration,return_status,amount
446,"non active","THEODORE CULP",India,14,"MONTEREY LABYRINTH",158,Horror,G,0.99,6,2005-05-25,2005-05-25,2005-05-26,1,"on time",0.99
319,active,"RONALD WEINER",Mexico,15,"PELICAN COMFORTS",48,Documentary,PG,4.99,4,2005-05-25,2005-05-25,2005-06-03,9,late,9.99
316,active,"STEVEN CURLEY",India,16,"BOOGIE AMELIE",121,Music,R,4.99,6,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
575,active,"ISAAC OGLESBY",Mexico,17,"CONTACT ANONYMOUS",166,Travel,PG-13,2.99,7,2005-05-25,2005-05-25,2005-05-27,2,"on time",2.99
19,active,"RUTH MARTINEZ","South Africa",18,"ROMAN PUNK",81,Music,NC-17,0.99,7,2005-05-25,2005-05-25,2005-05-31,6,"on time",0.99
456,active,"RONNIE RICKETTS",Senegal,19,"HOLLOW JEOPARDY",136,Sci-Fi,NC-17,4.99,7,2005-05-25,2005-05-25,2005-05-31,6,"on time",4.99
185,active,"ROBERTA HARPER",Iran,20,"SCISSORHANDS SLUMS",147,Foreign,G,2.99,5,2005-05-25,2005-05-25,2005-05-27,2,"on time",2.99
388,active,"CRAIG MORRELL",Philippines,21,"APACHE DIVINE",92,Family,NC-17,4.99,5,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
509,active,"RAUL FORTIER",India,22,"CLOSER BANG",58,Comedy,R,4.99,5,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
438,active,"BARRY LOVELACE",Zambia,23,"WHALE BIKINI",109,Foreign,PG-13,4.99,4,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
350,active,"JUAN FRALEY","Russian Federation",24,"REDS POCUS",182,Music,PG-13,4.99,7,2005-05-25,2005-05-25,2005-05-27,2,"on time",4.99
37,active,"PAMELA BAKER",China,25,"SUN CONFESSIONS",141,Sci-Fi,R,0.99,5,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
371,active,"BILLY POULIN",Philippines,26,"WAIT CIDER",112,Animation,PG-13,0.99,3,2005-05-25,2005-05-25,2005-05-31,6,late,3.99
301,active,"ROBERT BAUGHMAN","Russian Federation",27,"EASY GLADIATOR",148,Action,G,4.99,5,2005-05-25,2005-05-25,2005-05-30,5,"on time",4.99
232,active,"CONSTANCE REID",Nigeria,28,"THIEF PELICAN",135,Animation,PG-13,4.99,5,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
44,active,"MARIE TURNER","Russian Federation",29,"CHAINSAW UPTOWN",114,Sci-Fi,PG,0.99,6,2005-05-25,2005-05-25,2005-05-30,5,"on time",0.99
430,active,"RAY HOULE","Russian Federation",30,"SONG HEDWIG",165,Music,PG-13,0.99,3,2005-05-25,2005-05-25,2005-05-30,5,late,2.99
369,active,"FRED WHEAT",Mexico,31,"WITCHES PANIC",100,Drama,NC-17,4.99,6,2005-05-25,2005-05-25,2005-05-30,5,"on time",4.99
230,active,"JOY GEORGE",Romania,32,"STALLION SUNDANCE",130,Sci-Fi,PG-13,0.99,5,2005-05-25,2005-05-25,2005-05-25,0,"on time",0.99
272,active,"KAY CALDWELL",China,33,"GOLDMINE TYCOON",153,Sci-Fi,R,0.99,6,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
597,active,"FREDDIE DUGGAN",Peru,34,"MICROCOSMOS PARADISE",105,Children,PG-13,2.99,6,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
484,active,"ROBERTO VU",China,35,"ENEMY ODDS",77,Music,NC-17,4.99,5,2005-05-25,2005-05-25,2005-05-27,2,"on time",4.99
88,active,"BONNIE HUGHES","South Korea",36,"ESCAPE METROPOLIS",167,Travel,R,2.99,7,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
535,active,"JAVIER ELROD",Chad,37,"BORROWERS BEDAZZLED",63,Animation,G,0.99,7,2005-05-25,2005-05-25,2005-05-29,4,"on time",0.99
302,active,"MICHAEL SILVERMAN",China,38,"MANCHURIAN CURTAIN",177,Family,PG,2.99,5,2005-05-25,2005-05-25,2005-06-01,7,late,4.99
207,active,"GERTRUDE CASTILLO",Greenland,39,"WIND PHANTOM",111,Games,R,0.99,6,2005-05-25,2005-05-25,2005-05-31,6,"on time",0.99
413,active,"MARVIN YEE",India,40,"MINDS TRUMAN",149,Action,PG-13,4.99,3,2005-05-25,2005-05-25,2005-05-27,2,"on time",4.99
174,active,"YVONNE WATKINS",Venezuela,41,"GRIT CLOCKWORK",137,Games,PG,0.99,3,2005-05-25,2005-05-25,2005-06-02,8,late,5.99
523,active,"HARVEY GUAJARDO",Vietnam,42,"BOILED DARES",102,Travel,PG,4.99,7,2005-05-25,2005-05-25,2005-05-31,6,"on time",4.99
532,active,"NEIL RENNER",Vietnam,43,"MASSAGE IMAGE",161,Animation,PG,2.99,4,2005-05-25,2005-05-25,2005-05-26,1,"on time",2.99
207,active,"GERTRUDE CASTILLO",Greenland,44,"PIRATES ROXANNE",100,Sports,PG,0.99,4,2005-05-25,2005-05-25,2005-05-29,4,"on time",0.99
436,active,"TROY QUIGLEY",Canada,45,"HARRY IDAHO",121,Drama,PG-13,4.99,5,2005-05-25,2005-05-25,2005-06-02,8,late,7.99
7,active,"MARIA MILLER",Yugoslavia,46,"RIDGEMONT SUBMARINE",46,New,PG-13,0.99,3,2005-05-25,2005-05-25,2005-06-02,8,late,5.99
35,active,"VIRGINIA GREEN",France,47,"JAWS HARRY",112,Comedy,G,2.99,4,2005-05-25,2005-05-25,2005-05-30,5,late,3.99
282,active,"JENNY CASTRO","Puerto Rico",48,"GUN BONNIE",100,Games,G,0.99,7,2005-05-25,2005-05-25,2005-06-02,8,late,1.99
498,active,"GENE SANBORN",Oman,49,"PACIFIC AMISTAD",144,Documentary,G,0.99,3,2005-05-25,2005-05-25,2005-05-30,5,late,2.99
18,active,"CAROL GARCIA",Nigeria,50,"HOPE TOOTSIE",139,Classics,NC-17,2.99,4,2005-05-25,2005-05-25,2005-05-28,3,"on time",2.99
256,active,"MABEL HOLLAND",Myanmar,51,"ELF MURDER",155,Music,NC-17,4.99,4,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
507,active,"EDGAR RHOADS",Turkey,52,"TALENTED HOMICIDE",173,Sports,PG,0.99,6,2005-05-25,2005-05-25,2005-05-31,6,"on time",0.99
569,active,"DAVE GARDINER",China,53,"ELEPHANT TROJAN",126,Horror,PG-13,4.99,4,2005-05-25,2005-05-25,2005-05-27,2,"on time",4.99
291,active,"TONI HOLT","United States",54,"MUSKETEERS WAIT",73,Classics,PG,4.99,7,2005-05-25,2005-05-25,2005-06-01,7,"on time",4.99
131,active,"MONICA HICKS",Ukraine,55,"DREAM PICKUP",135,Action,PG,2.99,6,2005-05-25,2005-05-25,2005-05-30,5,"on time",2.99
511,active,"CHESTER BENNER",China,56,"EYES DRIVING",172,Sci-Fi,PG-13,2.99,4,2005-05-25,2005-05-25,2005-05-26,1,"on time",2.99
6,active,"JENNIFER DAVIS","United States",57,"SUBMARINE BED",127,Comedy,R,4.99,5,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
323,active,"MATTHEW MAHAN",Mexico,58,"PELICAN COMFORTS",48,Documentary,PG,4.99,4,2005-05-25,2005-05-25,2005-05-28,3,"on time",4.99
408,active,"MANUEL MURRELL","Sri Lanka",59,"OCTOBER SUBMARINE",54,Classics,PG-13,4.99,6,2005-05-25,2005-05-25,2005-06-01,7,late,5.99
470,active,"GORDON ALLARD",Yemen,60,"BINGO TALENTED",150,Sci-Fi,PG-13,2.99,5,2005-05-25,2005-05-25,2005-05-30,5,"on time",2.99
250,active,"JO FOWLER",Nigeria,61,"TRUMAN CRAZY",92,Action,G,4.99,7,2005-05-25,2005-05-25,2005-06-02,8,late,5.99
419,active,"CHAD CARBONE",India,62,"BEACH HEARTBREAKERS",122,Documentary,G,2.99,6,2005-05-25,2005-05-25,2005-05-30,5,"on time",2.99
383,active,"MARTIN BALES",Angola,63,"SWEETHEARTS SUSPECTS",108,Children,G,0.99,3,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
368,"non active","HARRY ARCE",Iran,64,"ALLEY EVOLUTION",180,Foreign,NC-17,2.99,6,2005-05-25,2005-05-25,2005-06-03,9,late,5.99
346,active,"ARTHUR SIMPKINS","Russian Federation",65,"SECRET GROUNDHOG",90,Documentary,PG,4.99,6,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
119,active,"SHERRY MARSHALL",Egypt,67,"BANGER PINOCCHIO",113,Music,R,0.99,5,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
120,active,"SYLVIA ORTIZ",Colombia,68,"TEEN APOLLO",74,Travel,G,4.99,3,2005-05-25,2005-05-25,2005-05-31,6,late,7.99
305,active,"RICHARD MCCRARY","United States",69,"PURPLE MOVIE",88,Foreign,R,2.99,4,2005-05-25,2005-05-25,2005-05-27,2,"on time",2.99
73,active,"BEVERLY BROOKS",Taiwan,70,"INVASION CYCLONE",97,Children,PG,2.99,5,2005-05-25,2005-05-25,2005-05-27,2,"on time",2.99
100,active,"ROBIN HAYES","Russian Federation",71,"LOATHING LEGALLY",140,Classics,R,0.99,4,2005-05-25,2005-05-25,2005-05-28,3,"on time",0.99
48,active,"ANN EVANS","Russian Federation",72,"JUGGLER HARDLY",54,Animation,PG-13,0.99,4,2005-05-25,2005-05-25,2005-05-28,3,"on time",0.99
391,active,"CLARENCE GAMEZ",Japan,73,"CAMELOT VACATION",61,Sci-Fi,NC-17,0.99,3,2005-05-25,2005-05-25,2005-06-01,7,late,4.99
265,active,"JENNIE TERRY","Czech Republic",74,"GREEDY ROOTS",166,Drama,R,0.99,7,2005-05-25,2005-05-25,2005-05-26,1,"on time",0.99
510,"non active","BEN EASTER","Russian Federation",75,"ROSES TREASURE",162,Sports,PG-13,4.99,5,2005-05-25,2005-05-25,2005-06-03,9,late,8.99
1,active,"MARY SMITH",Japan,76,"PATIENT SISTER",99,Classics,NC-17,0.99,7,2005-05-25,2005-05-25,2005-06-03,9,late,2.99
451,active,"JIM REA",Mexico,77,"ENTRAPMENT SATISFACTION",176,Action,R,0.99,5,2005-05-25,2005-05-25,2005-05-26,1,"on time",0.99
135,active,"JUANITA MASON",India,78,"THIEF PELICAN",135,Animation,PG-13,4.99,5,2005-05-25,2005-05-25,2005-05-31,6,late,5.99
245,active,"COURTNEY DAY","South Korea",79,"RESERVOIR ADAPTATION",61,Foreign,PG-13,2.99,7,2005-05-25,2005-05-25,2005-06-03,9,late,4.99
314,active,"GEORGE LINTON",Brazil,80,"MADIGAN DORADO",116,Travel,R,4.99,5,2005-05-25,2005-05-25,2005-05-31,6,late,5.99
286,active,"VELMA LUCAS",Nigeria,81,"METROPOLIS COMA",64,Sci-Fi,PG-13,2.99,4,2005-05-25,2005-05-25,2005-06-02,8,late,6.99
427,active,"JESUS MCCARTNEY",Brazil,82,"FARGO GANDHI",130,Children,G,2.99,3,2005-05-25,2005-05-25,2005-06-01,7,late,6.99
131,active,"MONICA HICKS",Ukraine,83,"BUCKET BROTHERHOOD",133,Travel,PG,4.99,7,2005-05-25,2005-05-25,2005-05-27,2,"on time",4.99
492,active,"LESTER KRAUS",India,84,"HANKY OCTOBER",107,Sci-Fi,NC-17,2.99,5,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
414,active,"VINCENT RALSTON",Mexico,85,"BUCKET BROTHERHOOD",133,Travel,PG,4.99,7,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
266,active,"NORA HERRERA",Austria,86,"JUMPING WRATH",74,Children,NC-17,0.99,4,2005-05-25,2005-05-25,2005-05-30,5,late,1.99
331,active,"ERIC ROBERT",Argentina,87,"GANDHI KWAI",86,Family,PG-13,0.99,7,2005-05-25,2005-05-25,2005-05-29,4,"on time",0.99
53,active,"HEATHER MORRIS",Japan,88,"JEEPERS WEDDING",84,Classics,R,2.99,3,2005-05-25,2005-05-25,2005-05-29,4,late,3.99
499,active,"MARC OUTLAW",Italy,89,"ISLAND EXORCIST",84,Classics,NC-17,2.99,7,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
25,active,"DEBORAH WALKER",Pakistan,90,"PANKY SUBMARINE",93,Games,G,4.99,4,2005-05-25,2005-05-25,2005-06-01,7,late,7.99
267,active,"MARGIE WADE",China,91,"ANTHEM LUKE",91,Comedy,PG-13,4.99,5,2005-05-25,2005-05-25,2005-06-01,7,late,6.99
302,active,"MICHAEL SILVERMAN",China,92,"COMFORTS RUSH",76,Travel,NC-17,2.99,3,2005-05-25,2005-05-25,2005-05-31,6,late,5.99
288,active,"BOBBIE CRAIG",Mexico,93,"VOYAGE LEGALLY",78,Classics,PG-13,0.99,6,2005-05-25,2005-05-25,2005-06-03,9,late,3.99
197,active,"SUE PETERS",China,94,"GOLDFINGER SENSIBILITY",93,Drama,G,0.99,3,2005-05-25,2005-05-25,2005-05-30,5,late,2.99
400,active,"BRYAN HARDISON","United States",95,"ARMAGEDDON LOST",99,Sci-Fi,G,0.99,5,2005-05-25,2005-05-25,2005-06-02,8,late,3.99
49,active,"JOYCE EDWARDS","Saudi Arabia",96,"RUGRATS SHAKESPEARE",109,Action,PG-13,0.99,4,2005-05-25,2005-05-25,2005-05-30,5,late,1.99
263,active,"HILDA HOPKINS",Philippines,97,"ENEMY ODDS",77,Music,NC-17,4.99,5,2005-05-25,2005-05-25,2005-05-28,3,"on time",4.99
269,active,"CASSANDRA WALTERS","United States",98,"PACKER MADIGAN",84,Animation,PG-13,0.99,3,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
44,active,"MARIE TURNER","Russian Federation",99,"CANDLES GRAPES",135,Games,NC-17,4.99,6,2005-05-25,2005-05-25,2005-05-28,3,"on time",4.99
208,active,"LUCY WHEELER",India,100,"METAL ARMAGEDDON",161,Documentary,PG-13,2.99,6,2005-05-25,2005-05-25,2005-06-02,8,late,4.99
468,active,"TIM CARY",India,101,"CHAMPION FLATLINERS",51,Animation,PG,4.99,4,2005-05-25,2005-05-25,2005-05-31,6,late,6.99
343,active,"DOUGLAS GRAF",Mexico,102,"BLOOD ARGONAUTS",71,Family,G,0.99,3,2005-05-25,2005-05-25,2005-05-31,6,late,3.99
384,active,"ERNEST STEPP",China,103,"ROBBERS JOON",102,Children,PG-13,2.99,7,2005-05-25,2005-05-25,2005-06-03,9,late,4.99
310,active,"DANIEL CABRAL",Brazil,104,"VALLEY PACKER",73,Comedy,G,0.99,3,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
108,active,"TRACY COLE",Mexico,105,"CONFESSIONS MAGUIRE",65,Drama,PG-13,4.99,7,2005-05-25,2005-05-25,2005-05-30,5,"on time",4.99
196,active,"ALMA AUSTIN",Germany,106,"SHOW LORD",167,Documentary,PG-13,4.99,3,2005-05-25,2005-05-25,2005-06-04,10,late,11.99
317,active,"EDWARD BAUGH","Faroe Islands",107,"NETWORK PEAK",75,Family,PG-13,2.99,5,2005-05-25,2005-05-25,2005-06-03,9,late,6.99
242,active,"GLENDA FRAZIER",China,108,"REMEMBER DIARY",110,Family,R,2.99,5,2005-05-25,2005-05-25,2005-05-30,5,"on time",2.99
503,active,"ANGEL BARCLAY",Japan,109,"DISCIPLE MOTHER",141,Travel,PG,0.99,3,2005-05-25,2005-05-25,2005-05-29,4,late,1.99
19,active,"RUTH MARTINEZ","South Africa",110,"TITANS JERK",91,Sci-Fi,PG,4.99,4,2005-05-25,2005-05-25,2005-06-03,9,late,9.99
227,active,"COLLEEN BURTON",Germany,111,"SNATCH SLIPPER",110,Comedy,PG,4.99,6,2005-05-25,2005-05-25,2005-05-28,3,"on time",4.99
500,active,"REGINALD KINDER",Indonesia,112,"INTERVIEW LIAISONS",59,New,R,4.99,4,2005-05-25,2005-05-25,2005-06-02,8,late,8.99
93,active,"PHYLLIS FOSTER",China,113,"OZ LIAISONS",85,Animation,R,2.99,4,2005-05-25,2005-05-25,2005-05-27,2,"on time",2.99
506,active,"LESLIE SEWARD",Indonesia,114,"WOMEN DORADO",126,Action,R,0.99,4,2005-05-25,2005-05-25,2005-06-01,7,late,3.99
455,active,"JON WILES",Bolivia,115,"COAST RAINBOW",55,Documentary,PG,0.99,4,2005-05-25,2005-05-25,2005-05-29,4,"on time",0.99
18,active,"CAROL GARCIA",Nigeria,116,"WIFE TURN",183,Documentary,NC-17,4.99,3,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
7,active,"MARIA MILLER",Yugoslavia,117,"VALENTINE VANISHING",48,Travel,PG-13,0.99,7,2005-05-25,2005-05-25,2005-05-31,6,"on time",0.99
524,active,"JARED ELY",Indonesia,118,"CROOKED FROGMEN",143,Children,PG-13,0.99,6,2005-05-25,2005-05-25,2005-05-31,6,"on time",0.99
51,active,"ALICE STEWART","United States",119,"FALCON VOLUME",102,Animation,PG-13,4.99,5,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
365,active,"BRUCE SCHWARZ",Japan,120,"AIRPORT POLLOCK",54,Horror,R,4.99,6,2005-05-25,2005-05-25,2005-06-01,7,late,5.99
405,active,"LEONARD SCHOFIELD",Argentina,121,"DISTURBING SCARFACE",94,Sci-Fi,R,2.99,6,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
273,active,"PRISCILLA LOWE",Mexico,122,"OPERATION OPERATION",156,Comedy,G,2.99,7,2005-05-25,2005-05-25,2005-06-02,8,late,3.99
43,active,"CHRISTINE ROBERTS","French Polynesia",123,"GUYS FALCON",84,Sci-Fi,R,4.99,4,2005-05-25,2005-05-25,2005-05-26,1,"on time",4.99
246,active,"MARIAN MENDOZA",Brazil,124,"BACKLASH UNDEFEATED",118,Children,PG-13,4.99,3,2005-05-25,2005-05-25,2005-05-30,5,late,6.99
368,"non active","HARRY ARCE",Iran,125,"DARN FORRESTER",185,Action,G,4.99,7,2005-05-25,2005-05-25,2005-06-02,8,late,5.99
439,active,"ALEXANDER FENNELL",Italy,126,"HYDE DOCTOR",100,Classics,G,2.99,5,2005-05-25,2005-05-25,2005-05-28,3,"on time",2.99
94,active,"NORMA GONZALES",Philippines,127,"HUNGER ROOF",105,Foreign,G,0.99,6,2005-05-25,2005-05-25,2005-06-02,8,late,2.99
40,active,"AMANDA CARTER",Morocco,128,"VIDEOTAPE ARSENIC",145,Games,NC-17,4.99,4,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
23,active,"SARAH LEWIS",Latvia,129,"TRADING PINOCCHIO",170,Sports,PG,4.99,6,2005-05-25,2005-05-25,2005-06-04,10,late,8.99
56,active,"GLORIA COOK","French Polynesia",130,"SUSPECTS QUILLS",47,Action,PG,2.99,4,2005-05-25,2005-05-25,2005-05-30,5,late,3.99
325,active,"TIMOTHY BUNN",Brazil,131,"CONNECTICUT TRAMP",172,Sci-Fi,R,4.99,4,2005-05-25,2005-05-25,2005-05-30,5,late,5.99
479,active,"ZACHARY HITE","United States",132,"ROCKETEER MOTHER",178,Foreign,PG-13,0.99,3,2005-05-25,2005-05-25,2005-05-31,6,late,3.99
237,active,"TANYA GILBERT","South Korea",133,"BORROWERS BEDAZZLED",63,Animation,G,0.99,7,2005-05-25,2005-05-25,2005-05-30,5,"on time",0.99
222,active,"DELORES HANSEN","Russian Federation",134,"JUMPING WRATH",74,Children,NC-17,0.99,4,2005-05-25,2005-05-25,2005-06-02,8,late,4.99
304,active,"DAVID ROYAL",Peru,135,"AMERICAN CIRCUS",129,Action,R,4.99,3,2005-05-25,2005-05-25,2005-06-03,9,late,10.99
504,active,"NATHANIEL ADAM","United States",136,"KISS GLORY",163,Foreign,PG-13,4.99,5,2005-05-25,2005-05-25,2005-05-31,6,late,5.99
560,active,"JORDAN ARCHULETA",Argentina,137,"MENAGERIE RUSHMORE",147,Animation,G,2.99,7,2005-05-25,2005-05-25,2005-06-01,7,"on time",2.99
586,active,"KIRK STCLAIR",Taiwan,138,"TOURIST PELICAN",152,Sports,PG-13,4.99,4,2005-05-25,2005-05-25,2005-05-29,4,"on time",4.99
257,active,"MARSHA DOUGLAS",Mozambique,139,"BINGO TALENTED",150,Sci-Fi,PG-13,2.99,5,2005-05-25,2005-05-25,2005-05-29,4,"on time",2.99
354,active,"JUSTIN NGO",Brazil,140,"CHICKEN HELLFIGHTERS",122,Documentary,PG,0.99,3,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
89,active,"JULIA FLORES",Argentina,141,"CONGENIALITY QUEST",87,Sports,PG-13,0.99,6,2005-05-25,2005-05-25,2005-06-02,8,late,2.99
472,active,"GREG ROBINS",Vietnam,142,"WATCH TRACY",78,Animation,PG,0.99,5,2005-05-25,2005-05-25,2005-05-29,4,"on time",0.99
297,active,"SHERRI RHODES",India,143,"CRAFT OUTFIELD",64,Drama,NC-17,0.99,6,2005-05-25,2005-05-25,2005-05-27,2,"on time",0.99
357,active,"KEITH RICO",Slovakia,144,"GONE TROUBLE",84,Drama,R,2.99,7,2005-05-25,2005-05-25,2005-06-01,7,"on time",2.99
82,active,"KATHRYN COLEMAN",Ukraine,145,"STRANGELOVE DESIRE",103,Children,NC-17,0.99,4,2005-05-25,2005-05-25,2005-05-31,6,late,2.99
433,active,"DON BONE",Mozambique,146,"FIDELITY DEVIL",118,Horror,G,4.99,5,2005-05-26,2005-05-26,2005-06-04,9,late,8.99
274,active,"NAOMI JENNINGS",India,147,"CHARIOTS CONSPIRACY",71,Sci-Fi,R,2.99,5,2005-05-26,2005-05-26,2005-05-29,3,"on time",2.99
142,active,"APRIL BURNS","United Kingdom",148,"UNFORGIVEN ZOOLANDER",129,Sci-Fi,PG,0.99,7,2005-05-26,2005-05-26,2005-06-01,6,"on time",0.99
319,active,"RONALD WEINER",Mexico,149,"DOOM DANCING",68,Comedy,R,0.99,4,2005-05-26,2005-05-26,2005-06-02,7,late,3.99
429,active,"FREDERICK ISBELL",Japan,150,"DADDY PITTSBURGH",161,Comedy,G,4.99,5,2005-05-26,2005-05-26,2005-06-01,6,late,5.99
14,active,"BETTY WHITE","United States",151,"OUTBREAK DIVINE",169,Games,NC-17,0.99,6,2005-05-26,2005-05-26,2005-05-30,4,"on time",0.99
57,active,"EVELYN MORGAN",Liechtenstein,152,"MIDSUMMER GROUNDHOG",48,Documentary,G,4.99,3,2005-05-26,2005-05-26,2005-06-03,8,late,9.99
348,active,"ROGER QUINTANILLA",Taiwan,153,"STORM HAPPINESS",57,Animation,NC-17,0.99,6,2005-05-26,2005-05-26,2005-05-27,1,"on time",0.99
185,active,"ROBERTA HARPER",Iran,154,"FACTORY DRAGON",144,Travel,PG-13,0.99,4,2005-05-26,2005-05-26,2005-05-29,3,"on time",0.99
551,active,"CLAYTON BARBEE",Brazil,155,"BEHAVIOR RUNAWAY",100,Horror,PG,4.99,3,2005-05-26,2005-05-26,2005-06-01,6,late,7.99
462,active,"WARREN SHERROD","Russian Federation",156,"PULP BEVERLY",89,Horror,G,2.99,4,2005-05-26,2005-05-26,2005-05-27,1,"on time",2.99
344,active,"HENRY BILLINGSLEY",Tonga,157,"CRUSADE HONEY",112,Sports,R,2.99,4,2005-05-26,2005-05-26,2005-05-26,0,"on time",2.99
354,active,"JUSTIN NGO",Brazil,158,"LIGHTS DEER",174,Classics,R,0.99,7,2005-05-26,2005-05-26,2005-06-03,8,late,1.99
505,active,"RAFAEL ABNEY",Philippines,159,"SAGEBRUSH CLUELESS",106,Documentary,G,2.99,4,2005-05-26,2005-05-26,2005-05-29,3,"on time",2.99
290,active,"KRISTINA CHAMBERS",Venezuela,160,"HEAVEN FREEDOM",48,Comedy,PG,2.99,7,2005-05-26,2005-05-26,2005-06-01,6,"on time",2.99
182,active,"RENEE LANE","United States",161,"OUTBREAK DIVINE",169,Games,NC-17,0.99,6,2005-05-26,2005-05-26,2005-05-27,1,"on time",0.99
296,active,"RAMONA HALE",India,162,"EDGE KISSING",153,Drama,NC-17,4.99,5,2005-05-26,2005-05-26,2005-05-27,1,"on time",4.99
104,active,"RITA GRAHAM",France,163,"KISSING DOLLS",141,Action,R,4.99,3,2005-05-26,2005-05-26,2005-06-04,9,late,10.99
151,active,"MEGAN PALMER",China,164,"DOGMA FAMILY",122,Animation,G,4.99,5,2005-05-26,2005-05-26,2005-05-28,2,"on time",4.99
33,active,"ANNA HILL",Italy,165,"MOTIONS DETAILS",166,Horror,PG,0.99,5,2005-05-26,2005-05-26,2005-06-02,7,late,2.99
322,active,"JASON MORRISSEY",Argentina,166,"STORY SIDE",163,Action,R,0.99,7,2005-05-26,2005-05-26,2005-05-31,5,"on time",0.99
401,active,"TONY CARRANZA",Japan,167,"CREEPERS KANE",172,Classics,NC-17,4.99,5,2005-05-26,2005-05-26,2005-05-27,1,"on time",4.99
469,active,"WESLEY BULL",Spain,168,"MOON BUNCH",83,Foreign,PG,0.99,7,2005-05-26,2005-05-26,2005-06-02,7,"on time",0.99
381,active,"BOBBY BOUDREAU",Anguilla,169,"GRIT CLOCKWORK",137,Games,PG,0.99,3,2005-05-26,2005-05-26,2005-05-27,1,"on time",0.99
107,active,"FLORENCE WOODS",Argentina,170,"SLEEPY JAPANESE",137,New,PG,2.99,4,2005-05-26,2005-05-26,2005-06-02,7,late,5.99
400,active,"BRYAN HARDISON","United States",171,"WITCHES PANIC",100,Drama,NC-17,4.99,6,2005-05-26,2005-05-26,2005-06-03,8,late,6.99
